epoch,accuracy,loss,val_accuracy,val_loss
18,0.0027434842195361853,0.002034806413576007,0.0,0.0016101064393296838
19,0.0027434842195361853,0.002047449117526412,0.0,0.0016486668027937412
0,0.0027434842195361853,0.007927256636321545,0.0,0.021446429193019867
1,0.0027434842195361853,0.004276240710169077,0.0,0.0018857386894524097
2,0.0027434842195361853,0.004803098272532225,0.0,0.008259318768978119
3,0.0027434842195361853,0.0035116071812808514,0.0,0.00876523181796074
4,0.0027434842195361853,0.0034382964950054884,0.0,0.0023568870965391397
5,0.0027434842195361853,0.003143590409308672,0.0,0.0035099207889288664
6,0.0027434842195361853,0.003112291917204857,0.0,0.0021438661497086287
7,0.0027434842195361853,0.0023233196698129177,0.0,0.0021502398885786533
8,0.0027434842195361853,0.0023916224017739296,0.0,0.00597053486853838
9,0.0027434842195361853,0.002507988130673766,0.0,0.026092372834682465
10,0.0027434842195361853,0.002526975004002452,0.0,0.0053899274207651615
11,0.0027434842195361853,0.0022753470111638308,0.0,0.0016967557603493333
12,0.0027434842195361853,0.0021543833427131176,0.0,0.0018235034076496959
13,0.0027434842195361853,0.00238115550018847,0.0,0.0016344523755833507
14,0.0027434842195361853,0.0029759821482002735,0.0,0.0017881188541650772
15,0.0027434842195361853,0.0018155666766688228,0.0,0.001655110390856862
16,0.0027434842195361853,0.0018572835251688957,0.0,0.02100382000207901
17,0.0027434842195361853,0.002335614524781704,0.0,0.00823505874723196
18,0.0027434842195361853,0.0020445575937628746,0.0,0.003273538313806057
19,0.0027434842195361853,0.0018040757859125733,0.0,0.003517754375934601
0,0.0027434842195361853,0.007459207437932491,0.0,0.0021422288846224546
1,0.0027434842195361853,0.0057618627324700356,0.0,0.013237816281616688
2,0.0027434842195361853,0.0035991265904158354,0.0,0.002097721677273512
3,0.0027434842195361853,0.0033873834181576967,0.0,0.00170113705098629
4,0.0027434842195361853,0.003229692578315735,0.0,0.0017137830145657063
5,0.0027434842195361853,0.0029613671358674765,0.0,0.0016298576956614852
6,0.0027434842195361853,0.002681777812540531,0.0,0.0018836745293810964
7,0.0027434842195361853,0.00355305103585124,0.0,0.002531848382204771
8,0.0027434842195361853,0.0023460122756659985,0.0,0.0027201182674616575
9,0.0027434842195361853,0.002154822926968336,0.0,0.007542954292148352
10,0.0027434842195361853,0.001820946577936411,0.0,0.00716181006282568
11,0.0027434842195361853,0.0021163076162338257,0.0,0.01071868184953928
12,0.0027434842195361853,0.0019827638752758503,0.0,0.008465682156383991
13,0.0027434842195361853,0.0022642617113888264,0.0,0.0036028369795531034
14,0.0027434842195361853,0.00223150453530252,0.0,0.0019999209325760603
15,0.0027434842195361853,0.0022350649815052748,0.0,0.005961044691503048
16,0.0027434842195361853,0.002228850731626153,0.0,0.0015455778921023011
17,0.0027434842195361853,0.001907469006255269,0.0,0.0017264308407902718
18,0.0027434842195361853,0.0016704709269106388,0.0,0.0027821743860840797
19,0.0027434842195361853,0.0017877861391752958,0.0,0.004952238406985998
