epoch,accuracy,loss,val_accuracy,val_loss
0,0.0007283321465365589,0.001035576337017119,0.0029069767333567142,0.002586150774732232
1,0.0007283321465365589,0.00015191765851341188,0.0029069767333567142,0.0018908984493464231
2,0.0007283321465365589,0.0001268289634026587,0.0029069767333567142,0.002003537956625223
3,0.0007283321465365589,0.00012396638339851052,0.0029069767333567142,0.0022555042523890734
4,0.0007283321465365589,0.00012443301966413856,0.0029069767333567142,0.0020122919231653214
0,0.0007283321465365589,0.0010893449652940035,0.0029069767333567142,0.0034530863631516695
1,0.0007283321465365589,0.00018113477563019842,0.0029069767333567142,0.007838916964828968
2,0.0007283321465365589,0.00013902118371333927,0.0029069767333567142,0.005299031268805265
3,0.0007283321465365589,0.00010297128756064922,0.0029069767333567142,0.00442022830247879
4,0.0007283321465365589,9.132625564234331e-05,0.0029069767333567142,0.0029445630498230457
0,0.0007283321465365589,0.0006101148901507258,0.0029069767333567142,0.0021864655427634716
1,0.0007283321465365589,0.00016508209228049964,0.0029069767333567142,0.0022254453506320715
0,0.0007283321465365589,0.0009465847979299724,0.0029069767333567142,0.002632797695696354
1,0.0007283321465365589,0.00022378028370440006,0.0029069767333567142,0.002487686462700367
0,0.0007283321465365589,0.00013721179857384413,0.0029069767333567142,0.002074316143989563
1,0.0007283321465365589,0.00011782888759626076,0.0029069767333567142,0.0020697820000350475
0,0.0007283321465365589,0.0003947826917283237,0.0029069767333567142,0.006966806948184967
1,0.0007283321465365589,0.000196033128304407,0.0029069767333567142,0.0398850291967392
2,0.0007283321465365589,0.00015101769531611353,0.0029069767333567142,0.007479454856365919
3,0.0007283321465365589,0.00016235362272709608,0.0029069767333567142,0.042520951479673386
4,0.0007283321465365589,0.00013146114361006767,0.0029069767333567142,0.0018427236936986446
5,0.0007283321465365589,7.633341010659933e-05,0.0029069767333567142,0.023987935855984688
6,0.0007283321465365589,0.00011200960580026731,0.0029069767333567142,0.027342064306139946
7,0.0007283321465365589,0.00014632999955210835,0.0029069767333567142,0.007907833904027939
8,0.0007283321465365589,0.00013830662646796554,0.0029069767333567142,0.04474417492747307
9,0.0007283321465365589,8.209155930671841e-05,0.0029069767333567142,0.039638858288526535
10,0.0007283321465365589,0.00013826847134623677,0.0,0.050170183181762695
11,0.0007283321465365589,7.32771513867192e-05,0.0029069767333567142,0.004808763042092323
12,0.0007283321465365589,0.00011390446888981387,0.0029069767333567142,0.011281201615929604
13,0.0007283321465365589,0.00013362520257942379,0.0029069767333567142,0.008880170993506908
14,0.0007283321465365589,0.00013642451085615903,0.0029069767333567142,0.0025655250065028667
15,0.0007283321465365589,9.759819658938795e-05,0.0029069767333567142,0.00258704018779099
16,0.0007283321465365589,9.302479884354398e-05,0.0029069767333567142,0.0025813085958361626
17,0.0007283321465365589,8.982653525890782e-05,0.0,0.1081538200378418
18,0.0007283321465365589,7.227909372886643e-05,0.0,0.0625123381614685
19,0.0007283321465365589,9.006220352603123e-05,0.0029069767333567142,0.0289932731539011
0,0.0007283321465365589,0.0004795584245584905,0.0,0.07079077512025833
1,0.0007283321465365589,0.00021143890626262873,0.0029069767333567142,0.028915006667375565
2,0.0007283321465365589,0.00010713002848206088,0.0029069767333567142,0.01531593780964613
3,0.0007283321465365589,0.00017143010336440057,0.0029069767333567142,0.0018777166260406375
4,0.0007283321465365589,0.0001034309680107981,0.0029069767333567142,0.001582426019012928
5,0.0007283321465365589,0.0001729659124976024,0.0029069767333567142,0.004467926919460297
6,0.0007283321465365589,0.0001450654090149328,0.0029069767333567142,0.018457140773534775
7,0.0007283321465365589,0.00014109905168879777,0.0029069767333567142,0.001992409583181143
8,0.0007283321465365589,0.0001269307394977659,0.0029069767333567142,0.00507568521425128
9,0.0007283321465365589,9.62016565608792e-05,0.0029069767333567142,0.002159424591809511
10,0.0007283321465365589,9.018205309985206e-05,0.0029069767333567142,0.0032762514892965555
11,0.0007283321465365589,0.00011732120765373111,0.0029069767333567142,0.023478122428059578
12,0.0007283321465365589,8.889925084076822e-05,0.0029069767333567142,0.002764515345916152
13,0.0007283321465365589,0.0001019114934024401,0.0029069767333567142,0.003444425528869033
14,0.0007283321465365589,7.173872290877625e-05,0.0029069767333567142,0.004805536475032568
15,0.0007283321465365589,7.64380456530489e-05,0.0029069767333567142,0.014156841672956944
16,0.0007283321465365589,0.00012945402704644948,0.0029069767333567142,0.004448068328201771
17,0.0007283321465365589,7.973557512741536e-05,0.0029069767333567142,0.003967670723795891
18,0.0007283321465365589,0.0001071318838512525,0.0029069767333567142,0.0033952067606151104
19,0.0007283321465365589,9.652757580624893e-05,0.0029069767333567142,0.022583167999982834
0,0.0007283321465365589,0.0005903708515688777,0.0029069767333567142,0.004325042478740215
1,0.0007283321465365589,0.00016357006097678095,0.0029069767333567142,0.01401176955550909
2,0.0007283321465365589,0.000212564438697882,0.0029069767333567142,0.00337163801304996
3,0.0007283321465365589,0.00014507026935461909,0.0029069767333567142,0.05431561544537544
4,0.0007283321465365589,0.0001319609727943316,0.0029069767333567142,0.013396784663200378
5,0.0007283321465365589,0.00010307153570465744,0.0029069767333567142,0.006002379581332207
6,0.0007283321465365589,0.00010759288124972954,0.0029069767333567142,0.0021963929757475853
7,0.0007283321465365589,0.00011722181079676375,0.0029069767333567142,0.01274869590997696
8,0.0007283321465365589,0.00011568011541385204,0.0029069767333567142,0.0031026971992105246
9,0.0007283321465365589,0.00010419509635539725,0.0029069767333567142,0.0035115850623697042
0,0.0027434842195361853,0.007611360866576433,0.0,0.00236797914840281
1,0.0027434842195361853,0.005784382577985525,0.0,0.01977459527552128
2,0.0027434842195361853,0.003873169654980302,0.0,0.0018343513365834951
3,0.0027434842195361853,0.00399693613871932,0.0,0.001682767178863287
4,0.0027434842195361853,0.002927118446677923,0.0,0.009923053905367851
5,0.0027434842195361853,0.0027223711367696524,0.0,0.0015767570585012436
6,0.0027434842195361853,0.0034008261281996965,0.0,0.003910476341843605
7,0.0027434842195361853,0.0022407416254281998,0.0,0.0058393049985170364
8,0.0027434842195361853,0.002115473384037614,0.0,0.006583689246326685
9,0.0027434842195361853,0.003191298106685281,0.0,0.005559319164603949
10,0.0027434842195361853,0.0021376609802246094,0.0,0.0034894009586423635
11,0.0027434842195361853,0.002034377073869109,0.0,0.002547505544498563
12,0.0027434842195361853,0.001960364170372486,0.0,0.0015589103568345308
13,0.0027434842195361853,0.0021789411548525095,0.0,0.001618443988263607
14,0.0027434842195361853,0.0018624423537403345,0.0,0.001516047865152359
15,0.0027434842195361853,0.002386117121204734,0.0,0.00181027059443295
16,0.0027434842195361853,0.002236337633803487,0.0,0.005660236347466707
17,0.0027434842195361853,0.002059920923784375,0.0,0.0017396247712895274
