Date,Open,High,Low,Close,Adj Close,Volume,RSI,EMAF,EMAM,EMAS,Target,TargetClass,TargetNextClose
2015-08-06,16.63599967956543,17.0,15.7413330078125,16.408666610717773,16.408666610717773,219357000,40.23774540467523,17.562828683334015,16.245100466019643,15.200759976704916,-0.07133293151855469,0,16.167333602905273
2015-08-07,16.238666534423828,16.248666763305664,15.892666816711426,16.167333602905273,16.167333602905273,76101000,38.598499997456805,17.42992438995985,16.24356052813619,15.21356227638969,0.19933319091796875,1,16.076000213623047
2015-08-10,15.876667022705078,16.197999954223633,15.736666679382324,16.076000213623047,16.076000213623047,62788500,37.971249097849956,17.300979230308727,16.240242502106227,15.224985295425894,0.014666557312013495,1,15.824666976928713
2015-08-11,15.8100004196167,15.953332901000977,15.629332542419434,15.824666976928713,15.824666976928713,63973500,36.2351118875023,17.160378063320156,16.23201328378588,15.232928099154408,0.21133327484131037,1,15.878000259399414
2015-08-12,15.666666984558104,15.98466682434082,15.515999794006348,15.878000259399414,15.878000259399414,55920000,36.89115294575803,17.038246843899135,16.225003124887134,15.241472101276859,0.176666259765625,1,16.167333602905273
2015-08-13,15.990667343139648,16.43199920654297,15.941332817077637,16.167333602905273,16.167333602905273,70338000,40.45220636457443,16.95530272570924,16.22386115415482,15.253735167523592,-0.27266883850097656,0,16.209999084472656
2015-08-14,16.482667922973633,16.528667449951172,16.118000030517578,16.209999084472656,16.209999084472656,65472000,40.97839401922591,16.884321426543853,16.223586657725473,15.266400914767951,-0.03800010681152344,0,16.999332427978516
2015-08-17,17.03733253479004,17.106000900268555,16.700666427612305,16.999332427978516,16.999332427978516,107650500,49.77546204664506,16.895274855251916,16.23894796010672,15.289353650042264,0.3559989929199219,1,17.381332397460938
2015-08-18,17.025333404541016,17.39666748046875,16.90399932861328,17.381332397460938,17.381332397460938,62925000,53.37858037030938,16.941566049748012,16.261569434113735,15.317061977822645,-0.3386669158935547,0,17.016666412353516
2015-08-19,17.35533332824707,17.376667022705078,17.001333236694336,17.016666412353516,17.016666412353516,54064500,49.729590889913894,16.94871846523425,16.276521849524425,15.339573294836299,-0.6586685180664062,0,16.14533233642578
2015-08-20,16.804000854492188,16.970666885375977,16.126667022705078,16.14533233642578,16.14533233642578,73587000,42.32276274311939,16.872205500585824,16.273924037383857,15.350245600022916,-0.3486652374267578,0,15.38466739654541
2015-08-21,15.733332633972168,16.253332138061523,15.36733341217041,15.38466739654541,15.38466739654541,98853000,37.14764126201356,16.73053520496293,16.256314994991016,15.350701517857651,1.0720005035400408,1,14.591333389282228
2015-08-24,13.519332885742188,15.42666721343994,13.0,14.591333389282228,14.591333389282228,143724000,32.682025077236965,16.526801698707626,16.223345062204704,15.340643661850029,-0.6993331909179688,0,14.66866683959961
2015-08-25,15.368000030517578,15.393333435058594,14.607999801635742,14.66866683959961,14.66866683959961,64909500,33.51673775764962,16.34983647403067,16.192559354826383,15.331743306588434,-0.20599937438964844,0,14.989333152770996
2015-08-26,15.195332527160645,15.199999809265137,14.36733341217041,14.989333152770996,14.989333152770996,74445000,36.987931690779085,16.2202647291488,16.168733093399542,15.327208072763039,0.7993335723876971,1,16.19933319091797
2015-08-27,15.399999618530272,16.316667556762695,15.387332916259766,16.19933319091797,16.19933319091797,114840000,47.97065795467066,16.21827124931729,16.169339035924658,15.338759398831318,0.4413318634033203,1,16.565332412719727
2015-08-28,16.124000549316406,16.76333236694336,16.10466766357422,16.565332412719727,16.565332412719727,82705500,50.75247664262531,16.251324693450854,16.1771804889305,15.35500539901527,0.22933387756347656,1,16.604000091552734
2015-08-31,16.374666213989258,16.996667861938477,16.367332458496094,16.604000091552734,16.604000091552734,70503000,51.048738362762165,16.284912826603414,16.185632362249752,15.37154837507537,-0.11400032043457209,0,15.908666610717772
2015-09-01,16.022666931152344,16.399999618530273,15.79800033569336,15.908666610717772,15.908666610717772,81822000,45.74652152955733,16.249079853661925,16.180147891922385,15.378662523891826,0.1593341827392578,1,16.512666702270508
2015-09-02,16.35333251953125,16.525333404541016,15.985333442687988,16.512666702270508,16.512666702270508,69438000,50.528771291746665,16.27418336305322,16.186732422820366,15.39368244678426,-0.43266868591308594,0,16.3713321685791
2015-09-03,16.804000854492188,16.80533218383789,16.333332061767578,16.3713321685791,16.3713321685791,62922000,49.436262833944284,16.28343563024616,16.19038786333044,15.40663144972194,0.06933403015136719,1,16.1286678314209
2015-09-04,16.05933380126953,16.272666931152344,15.880000114440918,16.1286678314209,16.1286678314209,55338000,47.545167845986555,16.26869583988185,16.189165684480745,15.416194845506034,0.20800018310546875,1,16.544666290283203
2015-09-08,16.336666107177734,16.610666275024414,16.270000457763672,16.544666290283203,16.544666290283203,47073000,50.98876504850089,16.294978739920076,16.196205300437228,15.431141487158714,-0.2093334197998047,0,16.5939998626709
2015-09-09,16.803333282470703,16.950000762939453,16.553333282470703,16.5939998626709,16.5939998626709,50862000,51.39420724150965,16.32345694208682,16.20408242048146,15.446543584847618,0.08333206176757812,1,16.565332412719727
2015-09-10,16.48200035095215,16.71466636657715,16.35533332824707,16.565332412719727,16.565332412719727,40635000,51.13086160371404,16.346492701194716,16.211235885674295,15.461361979918772,0.17333412170410156,1,16.682666778564453
